Return_ID,Return Type,Return Creation Date,Return Closed Date,Customer ID,SR ID,Product ID,R Order ID,Return Status,Return Value ($),Cost ($)
RET-50435,Warranty Claim,2025-01-22,2025-07-30,CUST-10241,SR-81324,PROD-11774,ORD-44190,Approved,494,2505
RET-50436,Warranty Claim,2025-01-26,2025-04-17,CUST-10747,SR-82270,PROD-11832,ORD-42560,Approved,400,3009
RET-50437,Warranty Claim,2025-04-24,2025-08-15,CUST-10584,SR-80800,PROD-11163,ORD-44647,Open,2725,1353
RET-50438,Defective,2025-08-26,2025-02-01,CUST-10319,SR-81217,PROD-11022,ORD-41830,Open,1963,3277
RET-50439,Damaged,2025-01-27,2025-05-28,CUST-10664,SR-84992,PROD-11816,ORD-43288,Approved,327,2622
RET-50440,Customer Dissatisfaction,2025-02-19,2025-07-22,CUST-10494,SR-80570,PROD-11156,ORD-42035,Rejected,2354,3077
RET-50441,Customer Dissatisfaction,2025-07-09,2025-07-27,CUST-10041,SR-84035,PROD-11988,ORD-41410,Approved,2437,3664
RET-50442,Wrong Item,2025-03-05,2025-08-31,CUST-10970,SR-81047,PROD-11959,ORD-40269,In Progress,1793,3480
RET-50443,Damaged,2025-06-07,2025-06-28,CUST-10812,SR-84045,PROD-11144,ORD-43836,Open,4402,965
RET-50444,Warranty Claim,2025-06-24,2025-06-16,CUST-10971,SR-81137,PROD-11832,ORD-40932,In Progress,3400,3813
RET-50445,Warranty Claim,2025-06-12,2025-08-11,CUST-10882,SR-80597,PROD-11883,ORD-41116,Rejected,814,1662
RET-50446,Customer Dissatisfaction,2025-05-02,2025-06-07,CUST-10659,SR-81689,PROD-11521,ORD-44338,Approved,3645,2227
RET-50447,Damaged,2025-02-16,2025-03-15,CUST-10860,SR-83979,PROD-11538,ORD-43247,Closed,422,1102
RET-50448,Customer Dissatisfaction,2025-02-25,2025-01-13,CUST-10464,SR-81277,PROD-11392,ORD-40487,Rejected,1374,3172
RET-50449,Damaged,2025-03-26,2025-03-03,CUST-10009,SR-83369,PROD-11778,ORD-41571,Rejected,1177,1546
RET-50450,Defective,2025-05-12,2025-05-04,CUST-10959,SR-80408,PROD-11483,ORD-40382,Approved,4249,310
RET-50451,Damaged,2025-02-17,2025-04-01,CUST-10088,SR-81641,PROD-11786,ORD-43650,Approved,1050,1868
RET-50452,Warranty Claim,2025-03-08,2025-06-06,CUST-10605,SR-81524,PROD-11047,ORD-42926,Closed,1491,3619
RET-50453,Damaged,2025-05-08,2025-01-24,CUST-10009,SR-80434,PROD-11455,ORD-41741,Rejected,922,3493
RET-50454,Warranty Claim,2025-06-17,2025-05-26,CUST-10587,SR-80133,PROD-11099,ORD-42603,In Progress,4949,3444
RET-50455,Wrong Item,2025-01-01,2025-02-07,CUST-10639,SR-82608,PROD-11423,ORD-42030,Closed,1075,3843
RET-50456,Customer Dissatisfaction,2025-07-16,2025-07-04,CUST-10450,SR-83958,PROD-11605,ORD-41193,Rejected,882,2004
RET-50457,Customer Dissatisfaction,2025-01-02,2025-08-02,CUST-10870,SR-81556,PROD-11096,ORD-42829,Open,1190,2645
RET-50458,Warranty Claim,2025-04-25,2025-04-27,CUST-10628,SR-80420,PROD-11274,ORD-42343,Rejected,3819,1047
RET-50459,Defective,2025-03-06,2025-07-16,CUST-10330,SR-83198,PROD-11057,ORD-44506,Closed,4406,786
RET-50460,Warranty Claim,2025-07-23,2025-02-01,CUST-10557,SR-84627,PROD-11577,ORD-40364,Rejected,3506,935
RET-50461,Warranty Claim,2025-03-08,2025-03-24,CUST-10531,SR-82432,PROD-11293,ORD-43930,Rejected,355,3172
RET-50462,Customer Dissatisfaction,2025-01-06,2025-03-18,CUST-10381,SR-80326,PROD-11635,ORD-41957,Open,3354,1483
RET-50463,Damaged,2025-07-14,2025-08-28,CUST-10123,SR-84087,PROD-11923,ORD-44820,Approved,2774,1975
RET-50464,Defective,2025-04-15,2025-06-23,CUST-10457,SR-84225,PROD-11713,ORD-44889,Approved,1416,64
RET-50465,Defective,2025-08-21,2025-03-23,CUST-10043,SR-83919,PROD-11543,ORD-44821,Closed,632,835
RET-50466,Wrong Item,2025-05-19,2025-08-26,CUST-10635,SR-82216,PROD-11100,ORD-43820,Approved,1849,2319
RET-50467,Customer Dissatisfaction,2025-02-21,2025-02-09,CUST-10343,SR-81773,PROD-11312,ORD-40477,Rejected,3840,79
RET-50468,Warranty Claim,2025-01-14,2025-08-03,CUST-10425,SR-80432,PROD-11563,ORD-43960,In Progress,533,3317
RET-50469,Customer Dissatisfaction,2025-01-11,2025-03-13,CUST-10834,SR-80681,PROD-11371,ORD-44387,Closed,3643,131
RET-50470,Customer Dissatisfaction,2025-02-12,2025-07-10,CUST-10622,SR-84594,PROD-11775,ORD-44050,Open,2953,2566
RET-50471,Damaged,2025-08-18,2025-01-04,CUST-10831,SR-80651,PROD-11596,ORD-44944,Open,693,296
RET-50472,Damaged,2025-01-31,2025-07-30,CUST-10298,SR-80665,PROD-11825,ORD-42906,Closed,2405,3550
RET-50473,Wrong Item,2025-05-20,2025-07-14,CUST-10957,SR-80427,PROD-11655,ORD-40037,In Progress,160,2365
RET-50474,Warranty Claim,2025-03-22,2025-02-18,CUST-10002,SR-84495,PROD-11035,ORD-44223,In Progress,2446,1711
RET-50475,Wrong Item,2025-05-14,2025-07-04,CUST-10007,SR-81980,PROD-11949,ORD-42036,Open,4317,3453
RET-50476,Customer Dissatisfaction,2025-04-17,2025-08-14,CUST-10242,SR-83225,PROD-11392,ORD-42886,Closed,675,1545
RET-50477,Customer Dissatisfaction,2025-06-16,2025-06-13,CUST-10363,SR-83256,PROD-11810,ORD-43624,Open,1450,1341
RET-50478,Defective,2025-08-31,2025-07-01,CUST-10184,SR-83195,PROD-11959,ORD-42392,Approved,1527,3013
RET-50479,Wrong Item,2025-05-19,2025-06-25,CUST-10823,SR-80445,PROD-11267,ORD-41013,Rejected,1515,1242
RET-50480,Damaged,2025-08-14,2025-04-22,CUST-10755,SR-81430,PROD-11773,ORD-40941,Open,531,1997
RET-50481,Wrong Item,2025-07-13,2025-04-19,CUST-10910,SR-81261,PROD-11025,ORD-41293,Open,534,379
RET-50482,Customer Dissatisfaction,2025-08-17,2025-05-10,CUST-10530,SR-84956,PROD-11277,ORD-40721,Approved,2013,784
RET-50483,Customer Dissatisfaction,2025-03-27,2025-04-29,CUST-10357,SR-83565,PROD-11558,ORD-40006,Open,1902,2581
RET-50484,Wrong Item,2025-03-25,2025-02-23,CUST-10924,SR-81063,PROD-11300,ORD-42492,Rejected,474,3777
RET-50485,Warranty Claim,2025-01-19,2025-04-23,CUST-10115,SR-81539,PROD-11863,ORD-40238,Rejected,1727,886
RET-50486,Defective,2025-08-09,2025-08-17,CUST-10366,SR-84361,PROD-11771,ORD-40097,Approved,3108,2197
RET-50487,Defective,2025-08-24,2025-06-14,CUST-10997,SR-83118,PROD-11723,ORD-43485,Rejected,2013,3729
RET-50488,Damaged,2025-05-18,2025-02-14,CUST-10414,SR-83788,PROD-11509,ORD-40602,In Progress,711,3601
RET-50489,Wrong Item,2025-06-07,2025-02-11,CUST-10351,SR-82729,PROD-11939,ORD-42062,Approved,1992,3527
RET-50490,Defective,2025-08-27,2025-07-26,CUST-10353,SR-83506,PROD-11891,ORD-40513,Approved,385,920
RET-50491,Defective,2025-04-30,2025-04-15,CUST-10103,SR-83939,PROD-11756,ORD-43227,In Progress,1635,2401
RET-50492,Customer Dissatisfaction,2025-03-09,2025-07-25,CUST-10161,SR-80632,PROD-11993,ORD-44417,Rejected,1954,546
RET-50493,Defective,2025-01-16,2025-08-26,CUST-10634,SR-84301,PROD-11344,ORD-42241,Rejected,3157,2165
RET-50494,Damaged,2025-05-28,2025-02-02,CUST-10309,SR-80416,PROD-11628,ORD-41103,Closed,3111,2149
RET-50495,Defective,2025-01-21,2025-04-16,CUST-10959,SR-84493,PROD-11896,ORD-43293,Open,3512,2455
RET-50496,Wrong Item,2025-01-01,2025-08-27,CUST-10673,SR-80084,PROD-11169,ORD-42844,Approved,2887,1146
RET-50497,Wrong Item,2025-04-22,2025-07-18,CUST-10728,SR-82055,PROD-11281,ORD-43783,Approved,2647,3289
RET-50498,Damaged,2025-03-26,2025-02-03,CUST-10932,SR-82164,PROD-11079,ORD-44212,In Progress,253,97
RET-50499,Wrong Item,2025-07-24,2025-05-09,CUST-10962,SR-80132,PROD-11822,ORD-41960,Open,1555,833
RET-50500,Damaged,2025-02-23,2025-08-27,CUST-10680,SR-82511,PROD-11532,ORD-41954,Open,2788,1156
RET-50501,Defective,2025-08-20,2025-08-14,CUST-10560,SR-81748,PROD-11845,ORD-40356,Approved,612,2483
RET-50502,Customer Dissatisfaction,2025-04-13,2025-08-01,CUST-10624,SR-80373,PROD-11637,ORD-41731,Rejected,2214,3487
RET-50503,Warranty Claim,2025-04-12,2025-05-13,CUST-10962,SR-80841,PROD-11400,ORD-41575,Open,1141,2040
RET-50504,Defective,2025-05-15,2025-06-17,CUST-10828,SR-81685,PROD-11512,ORD-44679,In Progress,2955,1647
RET-50505,Customer Dissatisfaction,2025-05-23,2025-08-27,CUST-10516,SR-83126,PROD-11605,ORD-43665,Open,1941,1117
RET-50506,Warranty Claim,2025-07-25,2025-05-13,CUST-10132,SR-80246,PROD-11033,ORD-44597,In Progress,4578,420
RET-50507,Customer Dissatisfaction,2025-03-06,2025-06-16,CUST-10772,SR-81353,PROD-11183,ORD-44756,Rejected,2582,1128
RET-50508,Wrong Item,2025-08-10,2025-06-21,CUST-10253,SR-81675,PROD-11527,ORD-42113,Rejected,3776,3275
RET-50509,Customer Dissatisfaction,2025-01-24,2025-04-14,CUST-10521,SR-81782,PROD-11378,ORD-42816,Approved,2624,3459
RET-50510,Customer Dissatisfaction,2025-04-03,2025-05-06,CUST-10956,SR-82461,PROD-11191,ORD-42032,Closed,1473,396
RET-50511,Warranty Claim,2025-06-06,2025-04-22,CUST-10218,SR-82124,PROD-11267,ORD-42312,Open,3876,2415
RET-50512,Wrong Item,2025-07-18,2025-01-29,CUST-10300,SR-83831,PROD-11288,ORD-41899,Open,2571,3660
RET-50513,Wrong Item,2025-08-06,2025-05-17,CUST-10695,SR-80096,PROD-11154,ORD-41805,Closed,2984,2274
RET-50514,Warranty Claim,2025-03-10,2025-06-18,CUST-10050,SR-83668,PROD-11371,ORD-42599,Closed,1795,88
RET-50515,Customer Dissatisfaction,2025-03-25,2025-05-26,CUST-10759,SR-84970,PROD-11655,ORD-42701,Rejected,3589,2082
RET-50516,Customer Dissatisfaction,2025-06-23,2025-07-14,CUST-10903,SR-80673,PROD-11844,ORD-40276,Closed,3775,2648
RET-50517,Warranty Claim,2025-03-06,2025-08-17,CUST-10315,SR-81581,PROD-11250,ORD-40147,Open,2230,3006
RET-50518,Damaged,2025-08-09,2025-01-28,CUST-10926,SR-84943,PROD-11776,ORD-44221,Closed,3954,1927
RET-50519,Defective,2025-06-07,2025-08-25,CUST-10019,SR-83180,PROD-11156,ORD-43030,Rejected,618,746
RET-50520,Customer Dissatisfaction,2025-05-02,2025-08-24,CUST-10206,SR-80774,PROD-11771,ORD-42751,Open,4005,2397
RET-50521,Customer Dissatisfaction,2025-04-06,2025-06-14,CUST-10514,SR-83130,PROD-11420,ORD-40802,In Progress,1804,959
RET-50522,Customer Dissatisfaction,2025-03-05,2025-03-07,CUST-10416,SR-84706,PROD-11869,ORD-43243,Open,3270,3228
RET-50523,Wrong Item,2025-02-13,2025-04-20,CUST-10779,SR-84939,PROD-11233,ORD-43854,In Progress,4926,3071
RET-50524,Wrong Item,2025-07-11,2025-01-03,CUST-10996,SR-83812,PROD-11149,ORD-40862,Rejected,871,1484
RET-50525,Damaged,2025-01-26,2025-05-05,CUST-10778,SR-84869,PROD-11656,ORD-42802,In Progress,4415,3306
RET-50526,Warranty Claim,2025-03-29,2025-02-27,CUST-10706,SR-81142,PROD-11930,ORD-43155,Closed,1893,1898
RET-50527,Defective,2025-05-13,2025-03-18,CUST-10768,SR-84208,PROD-11891,ORD-44378,Closed,951,576
RET-50528,Defective,2025-05-25,2025-05-21,CUST-10022,SR-80090,PROD-11429,ORD-43613,Approved,3825,2882
RET-50529,Defective,2025-05-10,2025-03-07,CUST-10330,SR-82802,PROD-11759,ORD-41008,Closed,3628,3885
RET-50530,Customer Dissatisfaction,2025-04-18,2025-01-04,CUST-10920,SR-80930,PROD-11963,ORD-42626,Approved,3836,3431
RET-50531,Wrong Item,2025-05-29,2025-02-22,CUST-10380,SR-81329,PROD-11970,ORD-40169,Rejected,2632,1361
RET-50532,Customer Dissatisfaction,2025-03-24,2025-04-28,CUST-10149,SR-83316,PROD-11366,ORD-41447,Closed,2348,2739
RET-50533,Customer Dissatisfaction,2025-05-04,2025-01-03,CUST-10678,SR-82271,PROD-11078,ORD-43826,Closed,682,2784
RET-50534,Warranty Claim,2025-01-26,2025-01-10,CUST-10796,SR-84515,PROD-11512,ORD-43514,Rejected,2724,101
RET-50535,Defective,2025-06-17,2025-01-27,CUST-10853,SR-84601,PROD-11934,ORD-44669,Open,4725,713
RET-50536,Wrong Item,2025-02-19,2025-02-15,CUST-10732,SR-83277,PROD-11711,ORD-41046,In Progress,2607,1393
RET-50537,Defective,2025-03-22,2025-04-08,CUST-10311,SR-82018,PROD-11005,ORD-40210,Rejected,4174,528
RET-50538,Customer Dissatisfaction,2025-08-05,2025-04-16,CUST-10131,SR-84132,PROD-11526,ORD-43562,Approved,1653,2408
RET-50539,Damaged,2025-04-16,2025-06-20,CUST-10305,SR-80413,PROD-11853,ORD-41421,Closed,1479,2862
RET-50540,Damaged,2025-02-02,2025-02-27,CUST-10520,SR-84597,PROD-11808,ORD-44460,In Progress,3128,844
RET-50541,Customer Dissatisfaction,2025-03-28,2025-03-22,CUST-10066,SR-82418,PROD-11440,ORD-44187,In Progress,1665,2777
RET-50542,Warranty Claim,2025-05-25,2025-08-25,CUST-10106,SR-82941,PROD-11745,ORD-43859,In Progress,4942,508
RET-50543,Damaged,2025-05-15,2025-03-30,CUST-10206,SR-83471,PROD-11147,ORD-40544,In Progress,1207,1026
RET-50544,Defective,2025-08-02,2025-05-15,CUST-10159,SR-83758,PROD-11875,ORD-43897,Approved,2792,612
RET-50545,Warranty Claim,2025-02-10,2025-01-06,CUST-10816,SR-84600,PROD-11293,ORD-44314,Closed,342,1731
RET-50546,Customer Dissatisfaction,2025-03-10,2025-08-22,CUST-10519,SR-84635,PROD-11259,ORD-43775,Approved,4853,911
RET-50547,Defective,2025-01-04,2025-01-02,CUST-10400,SR-84318,PROD-11531,ORD-40231,Approved,3393,2661
RET-50548,Damaged,2025-08-22,2025-02-16,CUST-10217,SR-84962,PROD-11538,ORD-43946,Open,1184,1363
RET-50549,Defective,2025-01-22,2025-06-12,CUST-10690,SR-82617,PROD-11826,ORD-42236,Open,802,183
RET-50550,Defective,2025-07-01,2025-08-22,CUST-10373,SR-84492,PROD-11059,ORD-43475,Approved,2028,3759
RET-50551,Customer Dissatisfaction,2025-02-08,2025-06-19,CUST-10813,SR-82839,PROD-11184,ORD-43865,Open,2338,1734
RET-50552,Wrong Item,2025-06-19,2025-06-08,CUST-10318,SR-80666,PROD-11584,ORD-41227,Approved,717,2370
RET-50553,Customer Dissatisfaction,2025-02-07,2025-08-14,CUST-10712,SR-80761,PROD-11660,ORD-40209,Rejected,2560,3866
RET-50554,Wrong Item,2025-04-27,2025-06-04,CUST-10115,SR-81494,PROD-11469,ORD-43561,Closed,3953,824
RET-50555,Customer Dissatisfaction,2025-03-09,2025-01-12,CUST-10035,SR-84275,PROD-11453,ORD-41862,Approved,1908,2495
RET-50556,Damaged,2025-03-22,2025-03-08,CUST-10277,SR-84932,PROD-11013,ORD-42174,In Progress,2652,3127
RET-50557,Defective,2025-01-10,2025-06-11,CUST-10177,SR-83899,PROD-11640,ORD-41753,Rejected,2408,2385
RET-50558,Damaged,2025-03-30,2025-01-10,CUST-10400,SR-81791,PROD-11291,ORD-43270,Closed,881,988
RET-50559,Wrong Item,2025-04-18,2025-03-02,CUST-10897,SR-80357,PROD-11307,ORD-41301,Approved,516,1922
RET-50560,Customer Dissatisfaction,2025-08-25,2025-04-08,CUST-10097,SR-80696,PROD-11839,ORD-44846,Open,3306,100
RET-50561,Customer Dissatisfaction,2025-03-03,2025-06-24,CUST-10665,SR-80639,PROD-11485,ORD-44583,Open,3704,1337
RET-50562,Warranty Claim,2025-02-12,2025-08-20,CUST-10076,SR-82290,PROD-11368,ORD-41419,Closed,1587,2985
RET-50563,Customer Dissatisfaction,2025-02-12,2025-02-18,CUST-10070,SR-81724,PROD-11458,ORD-43239,Closed,4448,3901
RET-50564,Damaged,2025-03-07,2025-06-26,CUST-10672,SR-83341,PROD-11780,ORD-44393,Open,1598,3910
RET-50565,Defective,2025-04-06,2025-02-14,CUST-10150,SR-82334,PROD-11909,ORD-42098,In Progress,2609,1724
RET-50566,Warranty Claim,2025-06-24,2025-03-21,CUST-10541,SR-80652,PROD-11503,ORD-41604,Open,3399,550
RET-50567,Customer Dissatisfaction,2025-06-21,2025-03-12,CUST-10327,SR-83700,PROD-11150,ORD-42648,Open,254,3381
RET-50568,Warranty Claim,2025-05-15,2025-03-20,CUST-10833,SR-84507,PROD-11258,ORD-40656,Closed,3956,599
RET-50569,Defective,2025-01-22,2025-08-14,CUST-10651,SR-82380,PROD-11218,ORD-42512,Open,680,1056
RET-50570,Defective,2025-05-06,2025-04-04,CUST-10697,SR-81164,PROD-11225,ORD-42703,Approved,2321,550
RET-50571,Defective,2025-08-27,2025-01-13,CUST-10026,SR-82704,PROD-11079,ORD-43014,Open,1159,2295
RET-50572,Wrong Item,2025-05-13,2025-05-18,CUST-10589,SR-81628,PROD-11431,ORD-40498,Closed,3524,1696
RET-50573,Damaged,2025-08-14,2025-04-09,CUST-10245,SR-81733,PROD-11815,ORD-41187,Rejected,4734,2285
RET-50574,Wrong Item,2025-02-05,2025-01-18,CUST-10719,SR-83062,PROD-11407,ORD-44842,Open,3724,2678
RET-50575,Customer Dissatisfaction,2025-08-22,2025-05-13,CUST-10584,SR-83996,PROD-11899,ORD-43180,Closed,4080,633
RET-50576,Customer Dissatisfaction,2025-05-04,2025-05-18,CUST-10821,SR-81058,PROD-11313,ORD-42067,Open,3709,3926
RET-50577,Defective,2025-02-06,2025-07-27,CUST-10047,SR-84023,PROD-11249,ORD-42771,Approved,2384,108
RET-50578,Warranty Claim,2025-06-18,2025-08-07,CUST-10240,SR-83127,PROD-11057,ORD-42852,Closed,177,223
RET-50579,Defective,2025-08-18,2025-01-16,CUST-10781,SR-83953,PROD-11015,ORD-42174,Rejected,3287,1402
RET-50580,Warranty Claim,2025-04-07,2025-01-12,CUST-10552,SR-83263,PROD-11709,ORD-44001,Open,2505,2946
RET-50581,Wrong Item,2025-07-31,2025-01-09,CUST-10017,SR-83228,PROD-11939,ORD-41112,Open,4919,1275
RET-50582,Damaged,2025-06-11,2025-05-08,CUST-10615,SR-80007,PROD-11182,ORD-44397,Open,4804,3389
RET-50583,Wrong Item,2025-02-03,2025-04-19,CUST-10439,SR-84866,PROD-11792,ORD-44954,Approved,1702,1171
RET-50584,Warranty Claim,2025-01-01,2025-08-08,CUST-10882,SR-83925,PROD-11921,ORD-44203,Approved,3457,435
RET-50585,Damaged,2025-07-26,2025-05-12,CUST-10576,SR-82601,PROD-11902,ORD-44871,Approved,3811,1713
RET-50586,Wrong Item,2025-08-07,2025-01-17,CUST-10437,SR-84975,PROD-11925,ORD-41622,Approved,2170,282
RET-50587,Damaged,2025-07-12,2025-06-07,CUST-10331,SR-84595,PROD-11970,ORD-42789,In Progress,2964,3180
RET-50588,Damaged,2025-06-18,2025-06-01,CUST-10957,SR-84872,PROD-11773,ORD-41019,Rejected,1188,3345
RET-50589,Customer Dissatisfaction,2025-02-09,2025-04-07,CUST-10423,SR-82576,PROD-11306,ORD-43386,Open,2733,832
RET-50590,Wrong Item,2025-06-24,2025-07-20,CUST-10252,SR-83053,PROD-11193,ORD-43692,Approved,3812,3407
RET-50591,Wrong Item,2025-05-11,2025-08-31,CUST-10778,SR-82169,PROD-11034,ORD-41795,Closed,271,1323
RET-50592,Warranty Claim,2025-07-25,2025-07-16,CUST-10142,SR-82600,PROD-11073,ORD-43031,Open,2664,3022
RET-50593,Customer Dissatisfaction,2025-03-19,2025-08-26,CUST-10220,SR-83034,PROD-11207,ORD-40420,In Progress,4156,733
RET-50594,Damaged,2025-05-30,2025-01-29,CUST-10026,SR-82790,PROD-11466,ORD-43542,Rejected,1755,2954
RET-50595,Damaged,2025-06-07,2025-07-14,CUST-10004,SR-80801,PROD-11155,ORD-41956,In Progress,1445,1000
RET-50596,Defective,2025-02-27,2025-05-27,CUST-10042,SR-82266,PROD-11088,ORD-43267,Closed,3546,3795
RET-50597,Warranty Claim,2025-01-06,2025-07-12,CUST-10260,SR-84747,PROD-11722,ORD-43381,In Progress,3765,1491
RET-50598,Warranty Claim,2025-04-08,2025-02-17,CUST-10335,SR-80518,PROD-11121,ORD-44455,Closed,344,1647
RET-50599,Customer Dissatisfaction,2025-02-02,2025-03-03,CUST-10451,SR-83840,PROD-11753,ORD-40129,Rejected,380,3923
RET-50600,Damaged,2025-07-18,2025-04-06,CUST-10040,SR-81722,PROD-11432,ORD-44123,In Progress,2764,2674
RET-50601,Warranty Claim,2025-06-28,2025-02-18,CUST-10924,SR-84997,PROD-11322,ORD-41603,Approved,4558,2279
RET-50602,Warranty Claim,2025-02-18,2025-07-02,CUST-10137,SR-84805,PROD-11723,ORD-43777,Closed,508,2461
RET-50603,Defective,2025-04-17,2025-06-02,CUST-10177,SR-80052,PROD-11488,ORD-44087,Rejected,1712,3871
RET-50604,Wrong Item,2025-08-20,2025-07-23,CUST-10532,SR-83363,PROD-11016,ORD-43314,Closed,4137,1783
RET-50605,Defective,2025-08-05,2025-02-26,CUST-10272,SR-82859,PROD-11526,ORD-41387,In Progress,4182,1867
RET-50606,Wrong Item,2025-05-19,2025-02-25,CUST-10593,SR-81229,PROD-11557,ORD-44057,Approved,1767,2212
RET-50607,Damaged,2025-05-13,2025-01-22,CUST-10136,SR-80512,PROD-11696,ORD-44310,Open,4766,992
RET-50608,Damaged,2025-03-26,2025-08-12,CUST-10144,SR-80962,PROD-11313,ORD-40915,Rejected,859,3641
RET-50609,Defective,2025-02-14,2025-03-22,CUST-10993,SR-84817,PROD-11532,ORD-41021,In Progress,2025,3823
RET-50610,Warranty Claim,2025-02-20,2025-02-23,CUST-10784,SR-83773,PROD-11323,ORD-43102,In Progress,2075,3371
RET-50611,Customer Dissatisfaction,2025-05-10,2025-05-29,CUST-10458,SR-82437,PROD-11729,ORD-41183,Approved,4170,3420
RET-50612,Damaged,2025-04-07,2025-06-03,CUST-10038,SR-81917,PROD-11474,ORD-44951,Open,3387,2871
RET-50613,Defective,2025-08-09,2025-03-09,CUST-10883,SR-80213,PROD-11779,ORD-40638,Closed,1102,3480
RET-50614,Damaged,2025-02-04,2025-03-05,CUST-10799,SR-81876,PROD-11262,ORD-40448,Closed,4473,268
RET-50615,Wrong Item,2025-06-21,2025-02-19,CUST-10177,SR-81210,PROD-11410,ORD-44393,In Progress,856,2927
RET-50616,Wrong Item,2025-03-16,2025-06-18,CUST-10748,SR-80116,PROD-11365,ORD-43051,Rejected,4406,2697
RET-50617,Customer Dissatisfaction,2025-04-01,2025-01-02,CUST-10491,SR-83061,PROD-11053,ORD-42356,Rejected,1421,2454
RET-50618,Defective,2025-08-17,2025-05-29,CUST-10465,SR-82100,PROD-11333,ORD-42276,Rejected,4275,1996
RET-50619,Warranty Claim,2025-03-13,2025-05-28,CUST-10358,SR-83026,PROD-11967,ORD-41010,In Progress,2106,759
RET-50620,Defective,2025-05-14,2025-07-11,CUST-10911,SR-84263,PROD-11752,ORD-42275,Rejected,2159,1323
RET-50621,Wrong Item,2025-02-18,2025-08-17,CUST-10444,SR-81128,PROD-11037,ORD-42654,In Progress,2861,2497
RET-50622,Warranty Claim,2025-02-26,2025-05-26,CUST-10998,SR-84152,PROD-11187,ORD-44969,Open,3039,3714
RET-50623,Customer Dissatisfaction,2025-08-25,2025-01-01,CUST-10655,SR-82887,PROD-11876,ORD-43057,Rejected,1606,1974
RET-50624,Wrong Item,2025-07-02,2025-07-07,CUST-10926,SR-80492,PROD-11554,ORD-44902,Open,1117,1023
RET-50625,Defective,2025-08-23,2025-04-20,CUST-10967,SR-84212,PROD-11980,ORD-41912,Approved,2389,3338
RET-50626,Customer Dissatisfaction,2025-04-20,2025-08-19,CUST-10664,SR-80378,PROD-11306,ORD-43394,In Progress,458,3507
RET-50627,Warranty Claim,2025-02-02,2025-08-03,CUST-10657,SR-82205,PROD-11538,ORD-43515,Open,3975,2558
RET-50628,Defective,2025-07-04,2025-01-21,CUST-10681,SR-80232,PROD-11196,ORD-43411,In Progress,1685,87
RET-50629,Warranty Claim,2025-07-03,2025-06-12,CUST-10091,SR-81758,PROD-11807,ORD-40737,Rejected,3060,3714
RET-50630,Defective,2025-06-15,2025-04-13,CUST-10095,SR-83990,PROD-11819,ORD-41690,Rejected,3377,754
RET-50631,Customer Dissatisfaction,2025-02-27,2025-04-09,CUST-10610,SR-84918,PROD-11272,ORD-44536,In Progress,1373,410
RET-50632,Damaged,2025-04-27,2025-02-26,CUST-10596,SR-80423,PROD-11333,ORD-40533,In Progress,3594,1322
RET-50633,Damaged,2025-05-29,2025-06-22,CUST-10724,SR-84347,PROD-11091,ORD-41594,Closed,2390,960
RET-50634,Warranty Claim,2025-04-17,2025-03-11,CUST-10147,SR-84697,PROD-11454,ORD-44902,Rejected,4842,1403
RET-50635,Damaged,2025-06-27,2025-01-07,CUST-10825,SR-82624,PROD-11076,ORD-42138,Rejected,805,3795
RET-50636,Warranty Claim,2025-01-11,2025-01-04,CUST-10268,SR-83988,PROD-11905,ORD-40756,Closed,4707,168
RET-50637,Wrong Item,2025-08-04,2025-08-01,CUST-10872,SR-81850,PROD-11885,ORD-44675,In Progress,3381,2852
RET-50638,Damaged,2025-03-14,2025-03-18,CUST-10658,SR-81700,PROD-11282,ORD-40763,Open,4494,1424
RET-50639,Warranty Claim,2025-06-21,2025-07-07,CUST-10805,SR-83507,PROD-11059,ORD-40530,In Progress,3311,2846
RET-50640,Customer Dissatisfaction,2025-04-11,2025-08-20,CUST-10643,SR-82517,PROD-11280,ORD-40859,In Progress,2823,2086
RET-50641,Damaged,2025-05-22,2025-04-26,CUST-10986,SR-82865,PROD-11614,ORD-41026,Approved,1957,1448
RET-50642,Defective,2025-01-21,2025-04-26,CUST-10891,SR-84034,PROD-11971,ORD-41174,Approved,4675,2382
RET-50643,Customer Dissatisfaction,2025-06-10,2025-04-05,CUST-10439,SR-82411,PROD-11473,ORD-42981,Open,3941,251
RET-50644,Customer Dissatisfaction,2025-02-02,2025-06-08,CUST-10469,SR-84266,PROD-11206,ORD-42094,Approved,610,526
RET-50645,Defective,2025-06-08,2025-06-12,CUST-10800,SR-83498,PROD-11730,ORD-42241,Rejected,4712,1295
RET-50646,Wrong Item,2025-08-29,2025-02-08,CUST-10091,SR-80187,PROD-11046,ORD-41350,Rejected,2766,1116
RET-50647,Warranty Claim,2025-07-23,2025-01-01,CUST-10961,SR-81772,PROD-11275,ORD-42879,Rejected,1880,3283
RET-50648,Warranty Claim,2025-05-02,2025-02-25,CUST-10599,SR-81013,PROD-11168,ORD-43817,Closed,4901,776
RET-50649,Warranty Claim,2025-01-11,2025-08-31,CUST-10130,SR-82557,PROD-11354,ORD-43617,In Progress,1543,2698
RET-50650,Defective,2025-03-05,2025-06-03,CUST-10287,SR-84250,PROD-11512,ORD-44289,In Progress,3267,247
RET-50651,Warranty Claim,2025-03-09,2025-08-17,CUST-10769,SR-80636,PROD-11881,ORD-42756,Rejected,141,1450
