NPS_ID,Customer Feedback,Survey Score,Incident ID,Return_ID,Customer_ID,Survey Date,Channel,Region,Surveyor / Agent
NPS-90455,"Great support, quick resolution",1,SR-84307,RET-50059,CUST-10765,2025-04-14,Phone,Europe,David Smith
NPS-90456,Would definitely recommend,3,SR-82871,RET-50360,CUST-10391,2025-03-08,Phone,North America,Elizabeth Bond
NPS-90457,Product setup was confusing,5,SR-81877,RET-50027,CUST-10846,2025-01-19,Phone,Europe,Kimberly Mendoza
NPS-90458,Would definitely recommend,8,SR-81404,RET-50217,CUST-10229,2025-08-15,Web App,Asia-Pacific,Steven Smith
NPS-90459,Excellent delivery experience,2,SR-83282,RET-50791,CUST-10084,2025-04-28,Web App,North America,Matthew Montgomery
NPS-90460,Average service,10,SR-80112,RET-50982,CUST-10451,2025-02-25,Web App,Europe,Steven Matthews
NPS-90461,Average service,1,SR-80953,RET-50083,CUST-10971,2025-03-29,In-store,Latin America,Richard Salas
NPS-90462,Would definitely recommend,7,SR-84743,RET-50693,CUST-10038,2025-01-27,Web App,Asia-Pacific,John Welch
NPS-90463,Excellent delivery experience,7,SR-83872,RET-50004,CUST-10840,2025-04-22,Phone,Asia-Pacific,Jessica Rodriguez
NPS-90464,Excellent delivery experience,0,SR-84980,RET-50238,CUST-10427,2025-07-06,Email,Asia-Pacific,Chad Ward
NPS-90465,Average service,4,SR-80094,RET-50537,CUST-10080,2025-08-12,Web App,North America,Scott Jones
NPS-90466,Excellent delivery experience,0,SR-80681,RET-50290,CUST-10338,2025-03-22,In-store,Middle East,David Greer PhD
NPS-90467,"Great support, quick resolution",2,SR-84180,RET-50687,CUST-10123,2025-06-15,SMS,Europe,James Mack
NPS-90468,Product setup was confusing,3,SR-84864,RET-50071,CUST-10054,2025-08-04,Web App,Latin America,Steven Walker
NPS-90469,Average service,0,SR-83207,RET-50017,CUST-10766,2025-01-03,SMS,Europe,Kimberly Richard
NPS-90470,Product setup was confusing,7,SR-81682,RET-50187,CUST-10259,2025-05-30,Web App,Middle East,Pedro Lester
NPS-90471,"Great support, quick resolution",2,SR-83990,RET-50726,CUST-10159,2025-03-10,In-store,Asia-Pacific,Cynthia Clark
NPS-90472,"Great support, quick resolution",8,SR-84463,RET-50014,CUST-10231,2025-04-02,SMS,Latin America,Michael Martinez
NPS-90473,"Great support, quick resolution",10,SR-83935,RET-50709,CUST-10218,2025-05-27,In-store,Middle East,Diane Russell
NPS-90474,Product setup was confusing,0,SR-84008,RET-50657,CUST-10573,2025-04-29,In-store,Asia-Pacific,John Serrano
NPS-90475,Would definitely recommend,3,SR-84869,RET-50658,CUST-10040,2025-01-23,Phone,Latin America,Emily Robinson
NPS-90476,Product setup was confusing,3,SR-82363,RET-50377,CUST-10461,2025-04-30,In-store,Asia-Pacific,Robert Yu
NPS-90477,"Great support, quick resolution",7,SR-83275,RET-50059,CUST-10235,2025-05-05,In-store,Europe,Paula Dougherty
NPS-90478,Product setup was confusing,2,SR-83441,RET-50523,CUST-10652,2025-05-25,Phone,North America,Erik Dunn
NPS-90479,Excellent delivery experience,7,SR-83596,RET-50539,CUST-10586,2025-08-26,Phone,Latin America,Cory Riley
NPS-90480,Would definitely recommend,1,SR-82185,RET-50668,CUST-10129,2025-01-31,In-store,Europe,Jane Ward
NPS-90481,Product setup was confusing,1,SR-84102,RET-50096,CUST-10503,2025-08-28,In-store,Middle East,Theresa Thomas
NPS-90482,Excellent delivery experience,4,SR-83392,RET-50150,CUST-10003,2025-04-05,SMS,Europe,Danielle Clarke
NPS-90483,Product setup was confusing,5,SR-80807,RET-50278,CUST-10530,2025-08-23,In-store,Latin America,Jane Mccarthy
NPS-90484,Product setup was confusing,7,SR-81181,RET-50082,CUST-10527,2025-01-27,Email,Middle East,Dakota Stewart
NPS-90485,Average service,8,SR-81186,RET-50681,CUST-10488,2025-07-21,Email,Europe,Julia Garcia
NPS-90486,Would definitely recommend,2,SR-83019,RET-50149,CUST-10089,2025-08-22,In-store,North America,Rachel Brown
NPS-90487,Excellent delivery experience,2,SR-80340,RET-50441,CUST-10727,2025-05-23,Web App,North America,Robert Miles
NPS-90488,"Great support, quick resolution",9,SR-84618,RET-50030,CUST-10803,2025-06-04,Web App,North America,Julie Sullivan
NPS-90489,Average service,5,SR-84898,RET-50180,CUST-10240,2025-02-11,Web App,Latin America,Robert Mejia
NPS-90490,"Great support, quick resolution",7,SR-82164,RET-50186,CUST-10182,2025-01-09,Email,Asia-Pacific,Brian Floyd
NPS-90491,Product setup was confusing,10,SR-82762,RET-50201,CUST-10170,2025-03-21,Phone,Middle East,Jessica Ramirez
NPS-90492,Average service,7,SR-82221,RET-50173,CUST-10513,2025-06-01,Web App,Europe,John Oneill
NPS-90493,Excellent delivery experience,2,SR-83322,RET-50692,CUST-10946,2025-01-01,Email,Middle East,Zachary Robles
NPS-90494,Product setup was confusing,2,SR-84860,RET-50499,CUST-10744,2025-01-16,In-store,North America,Amy Wallace
NPS-90495,"Great support, quick resolution",0,SR-84895,RET-50538,CUST-10771,2025-06-25,Email,Latin America,Mrs. Laura Davis
NPS-90496,"Great support, quick resolution",5,SR-83038,RET-50818,CUST-10984,2025-05-29,Email,Europe,William Buchanan
NPS-90497,Product setup was confusing,0,SR-80970,RET-50167,CUST-10276,2025-01-21,Web App,North America,Clayton Steele
NPS-90498,Product setup was confusing,1,SR-82313,RET-50428,CUST-10978,2025-08-12,Web App,Europe,Dr. Erica Garcia
NPS-90499,Excellent delivery experience,10,SR-82265,RET-50804,CUST-10217,2025-03-23,In-store,Europe,Hannah White
NPS-90500,"Great support, quick resolution",6,SR-80204,RET-50910,CUST-10172,2025-08-17,In-store,North America,John Rogers
NPS-90501,Would definitely recommend,6,SR-84338,RET-50338,CUST-10916,2025-03-03,Web App,North America,Molly Hodges
NPS-90502,Would definitely recommend,0,SR-84934,RET-50666,CUST-10575,2025-04-13,In-store,Asia-Pacific,Miss Susan Conrad
NPS-90503,Excellent delivery experience,6,SR-81643,RET-50083,CUST-10833,2025-01-29,Web App,Middle East,Nicole Baker
NPS-90504,Would definitely recommend,4,SR-84865,RET-50328,CUST-10276,2025-03-22,Phone,Europe,Elizabeth Moore
NPS-90505,"Great support, quick resolution",10,SR-84014,RET-50655,CUST-10211,2025-02-23,In-store,Middle East,Heather Smith
NPS-90506,Average service,6,SR-83408,RET-50249,CUST-10626,2025-01-22,Phone,Asia-Pacific,Gary Gutierrez Jr.
NPS-90507,"Great support, quick resolution",4,SR-81258,RET-50736,CUST-10602,2025-05-19,Web App,Middle East,Brandon Day
NPS-90508,Excellent delivery experience,0,SR-81423,RET-50318,CUST-10073,2025-05-13,In-store,Europe,Joann Santiago
NPS-90509,"Great support, quick resolution",1,SR-84648,RET-50764,CUST-10067,2025-02-03,Email,Europe,Brandon Rodriguez
NPS-90510,Would definitely recommend,0,SR-80257,RET-50753,CUST-10883,2025-02-04,Web App,Middle East,Mr. Ryan Mccoy
NPS-90511,Excellent delivery experience,9,SR-80914,RET-50054,CUST-10503,2025-04-29,In-store,Latin America,Kimberly Lane
NPS-90512,Excellent delivery experience,3,SR-81994,RET-50216,CUST-10526,2025-01-26,Phone,North America,Vanessa Parker
NPS-90513,Excellent delivery experience,6,SR-81872,RET-50971,CUST-10517,2025-04-05,Web App,Europe,Joe Johnson
NPS-90514,Excellent delivery experience,5,SR-83636,RET-50237,CUST-10085,2025-05-04,Phone,Latin America,Ronald Thornton
NPS-90515,Excellent delivery experience,6,SR-80189,RET-50210,CUST-10917,2025-08-08,SMS,North America,Matthew Raymond
NPS-90516,Excellent delivery experience,9,SR-81900,RET-50006,CUST-10258,2025-05-28,In-store,Middle East,Kimberly Moreno
NPS-90517,Product setup was confusing,6,SR-82279,RET-50236,CUST-10832,2025-03-30,In-store,Middle East,Joshua Donovan
NPS-90518,Would definitely recommend,8,SR-83323,RET-50610,CUST-10795,2025-04-30,In-store,Asia-Pacific,Lawrence Kane
NPS-90519,Would definitely recommend,7,SR-84200,RET-50226,CUST-10176,2025-05-10,In-store,Middle East,Luke Smith
NPS-90520,Would definitely recommend,3,SR-81271,RET-50792,CUST-10121,2025-06-01,Web App,Middle East,Jonathan Rojas
NPS-90521,Would definitely recommend,10,SR-81550,RET-50729,CUST-10678,2025-08-09,Phone,Europe,Robert Lopez
NPS-90522,Product setup was confusing,7,SR-80232,RET-50355,CUST-10397,2025-05-25,Phone,North America,Troy Diaz
NPS-90523,Product setup was confusing,9,SR-84155,RET-50729,CUST-10140,2025-03-12,Web App,Middle East,Chris Horton
NPS-90524,Would definitely recommend,7,SR-81397,RET-50801,CUST-10436,2025-04-04,In-store,Latin America,John Stewart
NPS-90525,Excellent delivery experience,9,SR-84481,RET-50301,CUST-10296,2025-06-25,SMS,North America,Kevin Ramirez
NPS-90526,"Great support, quick resolution",7,SR-84279,RET-50627,CUST-10208,2025-08-23,In-store,Europe,Troy Anderson
NPS-90527,"Great support, quick resolution",9,SR-83412,RET-50240,CUST-10303,2025-03-23,SMS,Europe,Terry Thomas
NPS-90528,Excellent delivery experience,10,SR-84925,RET-50259,CUST-10336,2025-06-14,Email,North America,Paul Huang
NPS-90529,Would definitely recommend,9,SR-83651,RET-50819,CUST-10795,2025-01-30,Web App,Middle East,Bryan Parks
NPS-90530,Excellent delivery experience,6,SR-82771,RET-50831,CUST-10031,2025-07-23,SMS,North America,Perry Newman
NPS-90531,Average service,4,SR-83752,RET-50967,CUST-10694,2025-02-18,Web App,Middle East,Jose Oconnell
NPS-90532,Excellent delivery experience,7,SR-81067,RET-50419,CUST-10801,2025-01-27,SMS,Latin America,Justin Bell
NPS-90533,Would definitely recommend,6,SR-80939,RET-50147,CUST-10366,2025-02-14,Email,Europe,Harold Hall
NPS-90534,Would definitely recommend,9,SR-82610,RET-50605,CUST-10932,2025-03-10,In-store,Asia-Pacific,Brandon Pearson
NPS-90535,Average service,2,SR-84013,RET-50748,CUST-10845,2025-02-12,Phone,Latin America,Darlene West
NPS-90536,Excellent delivery experience,2,SR-82816,RET-50119,CUST-10336,2025-04-11,Phone,Asia-Pacific,Curtis Martinez
NPS-90537,Excellent delivery experience,2,SR-81874,RET-50930,CUST-10428,2025-01-16,Phone,Latin America,Mary Park
NPS-90538,Would definitely recommend,1,SR-83546,RET-50332,CUST-10635,2025-04-27,Email,North America,Gregory Houston
NPS-90539,Excellent delivery experience,9,SR-80837,RET-50973,CUST-10197,2025-02-02,Phone,Europe,Robert Gutierrez
NPS-90540,Would definitely recommend,8,SR-82431,RET-50543,CUST-10756,2025-01-08,SMS,Asia-Pacific,John Long
NPS-90541,"Great support, quick resolution",0,SR-80135,RET-50411,CUST-10437,2025-07-02,Web App,Middle East,Tonya Frazier
NPS-90542,Excellent delivery experience,10,SR-83631,RET-50015,CUST-10911,2025-01-20,Email,Latin America,Christopher Ballard
NPS-90543,"Great support, quick resolution",3,SR-83449,RET-50046,CUST-10570,2025-04-16,Phone,Asia-Pacific,Melissa Walton
NPS-90544,Product setup was confusing,2,SR-84762,RET-50579,CUST-10418,2025-02-27,SMS,Latin America,Jay Curtis
NPS-90545,Average service,2,SR-82547,RET-50841,CUST-10391,2025-03-03,SMS,Europe,Dr. William Weeks
NPS-90546,Average service,4,SR-82120,RET-50238,CUST-10668,2025-06-05,Web App,Asia-Pacific,Mark White
NPS-90547,"Great support, quick resolution",8,SR-83468,RET-50648,CUST-10728,2025-05-21,SMS,North America,Alexandra Randolph
NPS-90548,Product setup was confusing,6,SR-81248,RET-50314,CUST-10213,2025-01-23,Phone,Europe,Benjamin Sanchez
NPS-90549,Excellent delivery experience,6,SR-81576,RET-50921,CUST-10685,2025-07-14,Phone,Asia-Pacific,Stephanie Wolfe
NPS-90550,Product setup was confusing,1,SR-81245,RET-50095,CUST-10334,2025-01-21,SMS,Asia-Pacific,Jordan Sherman
NPS-90551,"Great support, quick resolution",10,SR-82182,RET-50153,CUST-10736,2025-06-07,In-store,North America,Carol Franco
NPS-90552,Average service,1,SR-80341,RET-50512,CUST-10484,2025-06-18,Email,Europe,Stacey Martinez
NPS-90553,Product setup was confusing,6,SR-81560,RET-50223,CUST-10400,2025-04-17,In-store,Middle East,Sheryl Thomas
NPS-90554,Excellent delivery experience,5,SR-83414,RET-50442,CUST-10363,2025-02-04,Web App,North America,Joshua Long
NPS-90555,"Great support, quick resolution",2,SR-82186,RET-50237,CUST-11000,2025-03-22,SMS,Middle East,Michael Garner
NPS-90556,"Great support, quick resolution",5,SR-83850,RET-50622,CUST-10581,2025-08-04,Phone,Europe,Melissa Young
NPS-90557,"Great support, quick resolution",6,SR-83736,RET-50190,CUST-10138,2025-03-15,SMS,Middle East,Kyle Pope
NPS-90558,Product setup was confusing,7,SR-83092,RET-50838,CUST-10636,2025-03-30,Web App,Asia-Pacific,Russell Cruz
NPS-90559,"Great support, quick resolution",7,SR-80952,RET-50648,CUST-10381,2025-06-30,SMS,Middle East,Mr. Brian Hopkins MD
NPS-90560,Excellent delivery experience,1,SR-81599,RET-50073,CUST-10976,2025-06-14,SMS,Asia-Pacific,Emma Estes
NPS-90561,Would definitely recommend,1,SR-84676,RET-50480,CUST-10963,2025-05-26,Email,Latin America,Angela Smith
NPS-90562,"Great support, quick resolution",2,SR-84791,RET-50692,CUST-10789,2025-08-06,Web App,North America,Thomas Petty
NPS-90563,Product setup was confusing,0,SR-81363,RET-50253,CUST-10681,2025-07-30,Web App,Europe,Sherry Martinez
NPS-90564,Would definitely recommend,6,SR-80478,RET-50930,CUST-10679,2025-03-22,Email,Latin America,Daniel Solomon
NPS-90565,"Great support, quick resolution",10,SR-81467,RET-50382,CUST-10562,2025-06-23,Email,Middle East,Gloria Hayden
NPS-90566,Would definitely recommend,3,SR-83813,RET-50518,CUST-10351,2025-05-12,Web App,Asia-Pacific,Henry Krueger
NPS-90567,Would definitely recommend,10,SR-82228,RET-50784,CUST-10150,2025-03-26,SMS,North America,David Schwartz
NPS-90568,Would definitely recommend,7,SR-81497,RET-50556,CUST-10011,2025-05-21,In-store,Asia-Pacific,April Wells
NPS-90569,Would definitely recommend,4,SR-80233,RET-50681,CUST-10841,2025-07-29,SMS,North America,Drew Smith
NPS-90570,Product setup was confusing,10,SR-80771,RET-50725,CUST-10915,2025-01-12,In-store,Europe,Roberto Chang
NPS-90571,Average service,8,SR-81008,RET-50809,CUST-10631,2025-02-19,Email,Asia-Pacific,Nathan Perez
NPS-90572,"Great support, quick resolution",9,SR-83226,RET-50654,CUST-10590,2025-07-30,In-store,North America,Shelly Paul
NPS-90573,"Great support, quick resolution",2,SR-83844,RET-50396,CUST-10161,2025-06-28,In-store,Asia-Pacific,Shawn Williams
NPS-90574,"Great support, quick resolution",8,SR-83250,RET-50443,CUST-10293,2025-05-26,Phone,North America,Jeremiah Clayton
NPS-90575,Excellent delivery experience,10,SR-84335,RET-50389,CUST-10382,2025-03-21,Email,Latin America,Katherine Hutchinson
NPS-90576,Average service,0,SR-80657,RET-50366,CUST-10743,2025-04-10,In-store,Latin America,Eric Robles
NPS-90577,Excellent delivery experience,1,SR-82484,RET-50937,CUST-10721,2025-04-10,Email,Europe,Peter Baldwin
NPS-90578,Excellent delivery experience,9,SR-83157,RET-50187,CUST-10082,2025-08-21,Web App,North America,Christopher Bray
NPS-90579,Would definitely recommend,2,SR-82149,RET-50060,CUST-10485,2025-06-29,Web App,Middle East,Samantha Horne
NPS-90580,Product setup was confusing,9,SR-81654,RET-50231,CUST-10455,2025-04-03,SMS,Middle East,Daniel Banks
NPS-90581,Average service,1,SR-81103,RET-50079,CUST-10214,2025-01-10,Email,Europe,Bianca Branch
NPS-90582,"Great support, quick resolution",3,SR-81378,RET-50725,CUST-10488,2025-06-26,SMS,Europe,Erin Smith
NPS-90583,"Great support, quick resolution",3,SR-82123,RET-50523,CUST-10144,2025-05-27,Phone,North America,Collin Davis
NPS-90584,Would definitely recommend,6,SR-81350,RET-50477,CUST-10536,2025-07-23,Web App,Europe,Brad Rivera
NPS-90585,Product setup was confusing,1,SR-84423,RET-50395,CUST-10829,2025-03-03,SMS,Latin America,Matthew Nolan
NPS-90586,"Great support, quick resolution",8,SR-81006,RET-50586,CUST-10209,2025-04-22,Email,Middle East,Jason Butler
NPS-90587,Product setup was confusing,0,SR-83349,RET-50796,CUST-10791,2025-07-17,In-store,Europe,Thomas Juarez
NPS-90588,Excellent delivery experience,3,SR-80493,RET-50910,CUST-10184,2025-03-29,Web App,Latin America,Jennifer King
NPS-90589,Excellent delivery experience,1,SR-80503,RET-50534,CUST-10540,2025-08-19,Email,North America,Dr. Joann Black MD
NPS-90590,Would definitely recommend,10,SR-80890,RET-50344,CUST-10392,2025-01-13,In-store,Latin America,Tara Mckinney
NPS-90591,"Great support, quick resolution",7,SR-82689,RET-50589,CUST-10223,2025-04-30,Email,Middle East,Melinda Jensen
NPS-90592,Product setup was confusing,5,SR-83144,RET-50291,CUST-10424,2025-03-28,In-store,Latin America,Becky Knight DDS
NPS-90593,Product setup was confusing,6,SR-83939,RET-50681,CUST-10042,2025-05-14,Web App,Europe,Megan Hawkins
NPS-90594,Excellent delivery experience,10,SR-84316,RET-50848,CUST-10907,2025-04-29,Phone,Europe,Natalie Chen
NPS-90595,"Great support, quick resolution",8,SR-83909,RET-50620,CUST-10744,2025-05-27,In-store,Middle East,Anthony Reilly
NPS-90596,"Great support, quick resolution",5,SR-84347,RET-50647,CUST-10877,2025-05-29,Web App,Latin America,Sierra Kim
NPS-90597,"Great support, quick resolution",8,SR-81759,RET-50012,CUST-10084,2025-01-26,In-store,Latin America,Jennifer Brooks
NPS-90598,Would definitely recommend,5,SR-80205,RET-50386,CUST-10195,2025-05-19,Web App,Latin America,Jessica Wolfe
NPS-90599,Average service,10,SR-81690,RET-50451,CUST-10599,2025-06-30,Web App,Europe,Julie Flores
NPS-90600,Average service,1,SR-84970,RET-50029,CUST-10604,2025-03-08,In-store,Asia-Pacific,Emily Page
NPS-90601,Excellent delivery experience,1,SR-84156,RET-50129,CUST-10200,2025-05-09,In-store,Latin America,Brenda Smith
NPS-90602,Product setup was confusing,8,SR-82609,RET-50650,CUST-10708,2025-04-07,Email,Latin America,Amanda Dennis
NPS-90603,Product setup was confusing,3,SR-82463,RET-50056,CUST-10424,2025-08-16,In-store,Latin America,Kenneth Freeman
NPS-90604,Average service,9,SR-80681,RET-50723,CUST-10764,2025-06-04,Web App,Asia-Pacific,Blake Nelson
NPS-90605,Average service,8,SR-83301,RET-50522,CUST-10841,2025-08-12,Web App,Latin America,Philip Brown
NPS-90606,Would definitely recommend,4,SR-83435,RET-50089,CUST-10366,2025-07-10,SMS,Europe,Summer Green
NPS-90607,"Great support, quick resolution",7,SR-82033,RET-50994,CUST-10155,2025-07-06,Email,Europe,Charles Ayala
NPS-90608,Average service,3,SR-82821,RET-50958,CUST-10952,2025-03-26,Web App,Latin America,Joyce Roberts
NPS-90609,Excellent delivery experience,4,SR-80748,RET-50844,CUST-10972,2025-08-28,SMS,Europe,Stephen Parker
NPS-90610,Excellent delivery experience,0,SR-83624,RET-50089,CUST-10853,2025-04-21,Email,Middle East,Allen Cooper
NPS-90611,"Great support, quick resolution",2,SR-82373,RET-50650,CUST-10153,2025-06-17,Email,North America,Mr. Cole West
NPS-90612,"Great support, quick resolution",8,SR-81004,RET-50215,CUST-10016,2025-06-22,Web App,North America,Jennifer Huerta
NPS-90613,Excellent delivery experience,7,SR-81578,RET-50157,CUST-10365,2025-05-24,SMS,Asia-Pacific,William Wallace
NPS-90614,"Great support, quick resolution",8,SR-83821,RET-50760,CUST-10150,2025-05-10,SMS,Middle East,Tammy Mcfarland
NPS-90615,Average service,2,SR-80069,RET-50278,CUST-10226,2025-05-24,Web App,Asia-Pacific,Thomas Sullivan
NPS-90616,"Great support, quick resolution",4,SR-82338,RET-50264,CUST-10273,2025-03-23,In-store,Middle East,Andrew Curtis
NPS-90617,Average service,5,SR-82834,RET-50103,CUST-10361,2025-08-22,Web App,Latin America,Jonathan Brown
NPS-90618,"Great support, quick resolution",10,SR-83770,RET-50800,CUST-10911,2025-07-19,In-store,Middle East,Miguel Foley
NPS-90619,Excellent delivery experience,4,SR-80955,RET-50567,CUST-10994,2025-03-22,Email,Europe,Michael Meza
NPS-90620,Would definitely recommend,1,SR-80864,RET-50665,CUST-10550,2025-02-12,SMS,Europe,Michaela Schwartz
NPS-90621,"Great support, quick resolution",2,SR-83777,RET-50304,CUST-11000,2025-05-18,In-store,Middle East,Christopher Sanchez
NPS-90622,Would definitely recommend,1,SR-82723,RET-50280,CUST-10664,2025-07-24,In-store,Latin America,Keith Jones
NPS-90623,Excellent delivery experience,10,SR-83775,RET-50904,CUST-10374,2025-02-02,SMS,Asia-Pacific,Gregory Diaz
NPS-90624,Would definitely recommend,8,SR-83042,RET-50946,CUST-10677,2025-07-01,Web App,Middle East,Carlos Smith
NPS-90625,Excellent delivery experience,5,SR-84225,RET-50397,CUST-10401,2025-03-01,Web App,Latin America,Shelley James
NPS-90626,Average service,7,SR-83157,RET-50727,CUST-10014,2025-06-07,Email,Asia-Pacific,Peter Curry
NPS-90627,Excellent delivery experience,2,SR-83863,RET-50126,CUST-10371,2025-01-08,SMS,Latin America,Christopher Koch
NPS-90628,Product setup was confusing,0,SR-83258,RET-50355,CUST-10766,2025-01-11,Phone,North America,Brian Stevenson
NPS-90629,Average service,3,SR-81344,RET-50842,CUST-10593,2025-06-16,SMS,Asia-Pacific,James Klein
NPS-90630,Average service,9,SR-82947,RET-50001,CUST-10466,2025-02-14,Phone,North America,Rachel Cardenas
NPS-90631,Average service,1,SR-80424,RET-50345,CUST-10680,2025-05-03,In-store,Europe,Sarah Holland
NPS-90632,"Great support, quick resolution",8,SR-84422,RET-50427,CUST-10233,2025-04-30,SMS,Asia-Pacific,Rachel Hardin
NPS-90633,"Great support, quick resolution",6,SR-80469,RET-50424,CUST-10717,2025-04-18,In-store,Middle East,Jason Hodges
NPS-90634,Product setup was confusing,0,SR-84442,RET-50192,CUST-10374,2025-08-27,In-store,Europe,Joseph Miller
NPS-90635,Excellent delivery experience,5,SR-83764,RET-50304,CUST-10696,2025-02-18,In-store,North America,Barbara Hughes
NPS-90636,Product setup was confusing,2,SR-83478,RET-50991,CUST-10048,2025-08-29,Email,Asia-Pacific,Sherri Lowery
NPS-90637,Excellent delivery experience,3,SR-81827,RET-50040,CUST-10168,2025-08-12,In-store,Europe,Justin Hines
NPS-90638,Excellent delivery experience,3,SR-83898,RET-50833,CUST-10697,2025-03-11,In-store,North America,Jeremy Jones
NPS-90639,Excellent delivery experience,8,SR-80222,RET-50538,CUST-10911,2025-04-10,In-store,Latin America,Brandon Everett
NPS-90640,Product setup was confusing,2,SR-80404,RET-50750,CUST-10093,2025-05-28,Web App,Latin America,Tonya Webb
NPS-90641,Would definitely recommend,0,SR-80925,RET-50463,CUST-10436,2025-04-16,Email,North America,Amber Meyers
NPS-90642,Would definitely recommend,3,SR-80068,RET-50941,CUST-10898,2025-05-12,In-store,Middle East,Elizabeth Gardner
NPS-90643,Average service,8,SR-84226,RET-50769,CUST-10612,2025-08-01,Web App,North America,David Owen
NPS-90644,Product setup was confusing,5,SR-81506,RET-50559,CUST-10764,2025-05-13,SMS,Middle East,Kevin Wilson
NPS-90645,Product setup was confusing,5,SR-83507,RET-50690,CUST-10814,2025-04-23,Phone,Asia-Pacific,Kaitlin Nguyen
NPS-90646,Average service,8,SR-81356,RET-50619,CUST-10419,2025-02-21,In-store,Asia-Pacific,Jessica Reed
NPS-90647,Would definitely recommend,2,SR-83353,RET-50331,CUST-10297,2025-04-17,Phone,Middle East,Dr. Paul Gomez
NPS-90648,"Great support, quick resolution",1,SR-81238,RET-50172,CUST-10872,2025-01-20,Email,Asia-Pacific,Kyle Parsons
NPS-90649,Average service,7,SR-84019,RET-50011,CUST-10195,2025-06-20,Web App,Asia-Pacific,Michelle Ferguson
NPS-90650,"Great support, quick resolution",9,SR-82621,RET-50212,CUST-10734,2025-01-04,Phone,Europe,Seth Klein
NPS-90651,Excellent delivery experience,2,SR-80194,RET-50377,CUST-10520,2025-05-03,SMS,Europe,Brian Barnes
NPS-90652,Product setup was confusing,7,SR-84831,RET-50318,CUST-10646,2025-03-15,Phone,Middle East,Jeffrey Travis
NPS-90653,Average service,3,SR-84026,RET-50368,CUST-10069,2025-07-29,Web App,North America,Dawn King
NPS-90654,Would definitely recommend,7,SR-83076,RET-50773,CUST-10523,2025-05-22,Phone,Middle East,Melissa Burns
NPS-90655,Would definitely recommend,7,SR-81260,RET-50251,CUST-10276,2025-01-18,SMS,Latin America,Sandy Huang
NPS-90656,"Great support, quick resolution",9,SR-81233,RET-50185,CUST-10409,2025-05-31,Email,Europe,Alyssa Miranda
NPS-90657,Product setup was confusing,7,SR-81433,RET-50808,CUST-10169,2025-05-03,Web App,Europe,Joe Holmes
NPS-90658,"Great support, quick resolution",10,SR-82613,RET-50689,CUST-10309,2025-08-10,In-store,Europe,Robert Stephens
NPS-90659,Would definitely recommend,0,SR-84260,RET-50993,CUST-10088,2025-04-04,In-store,Asia-Pacific,Christina Black
NPS-90660,Product setup was confusing,4,SR-82262,RET-50756,CUST-10571,2025-07-10,Web App,Asia-Pacific,Jose Meza
NPS-90661,Excellent delivery experience,2,SR-80897,RET-50496,CUST-10202,2025-01-28,Web App,Latin America,Elizabeth Steele
NPS-90662,Would definitely recommend,4,SR-82416,RET-50750,CUST-10709,2025-05-07,Web App,North America,Katherine Gibson
NPS-90663,Excellent delivery experience,7,SR-83657,RET-50810,CUST-10825,2025-06-12,SMS,North America,Michael Woodward
NPS-90664,Average service,7,SR-82586,RET-50423,CUST-10521,2025-01-06,SMS,Europe,Caroline Sims
NPS-90665,Average service,9,SR-80042,RET-50088,CUST-10192,2025-08-09,Email,Europe,Joshua Moore
NPS-90666,Would definitely recommend,4,SR-81506,RET-50244,CUST-10768,2025-01-06,Phone,Middle East,Kevin Mccarty
NPS-90667,Product setup was confusing,3,SR-80925,RET-50146,CUST-10364,2025-02-21,Phone,Asia-Pacific,Kelly Chandler
NPS-90668,"Great support, quick resolution",5,SR-81705,RET-50696,CUST-10603,2025-05-16,Email,Europe,Charles Choi
NPS-90669,"Great support, quick resolution",2,SR-82657,RET-50782,CUST-10914,2025-08-27,Web App,North America,Colton Huerta
NPS-90670,Product setup was confusing,7,SR-80974,RET-50899,CUST-10631,2025-06-02,In-store,North America,Derrick Huff
NPS-90671,"Great support, quick resolution",5,SR-84603,RET-50907,CUST-10052,2025-01-21,Phone,Latin America,Keith Delgado
NPS-90672,"Great support, quick resolution",7,SR-81705,RET-50141,CUST-10513,2025-02-27,SMS,North America,Heather Jacobson
NPS-90673,"Great support, quick resolution",9,SR-81640,RET-50300,CUST-10396,2025-08-05,Web App,Latin America,Crystal Valencia
NPS-90674,Excellent delivery experience,7,SR-82760,RET-50650,CUST-10250,2025-07-24,In-store,North America,Jean Moran
NPS-90675,Average service,8,SR-82042,RET-50903,CUST-10380,2025-06-15,Web App,North America,Mr. Steven Ward
NPS-90676,Excellent delivery experience,5,SR-83564,RET-50259,CUST-10178,2025-06-28,SMS,Latin America,Dr. Chloe Mendez DDS
NPS-90677,Average service,5,SR-82523,RET-50136,CUST-10196,2025-01-27,Web App,North America,Jeffrey Walker
NPS-90678,Excellent delivery experience,10,SR-83459,RET-50233,CUST-10776,2025-02-01,Web App,North America,Andrea Hays
NPS-90679,"Great support, quick resolution",7,SR-83879,RET-50339,CUST-10852,2025-04-04,SMS,North America,Robert Jones
NPS-90680,Would definitely recommend,2,SR-80414,RET-50427,CUST-10143,2025-03-19,Web App,Middle East,Carolyn Gonzalez
NPS-90681,Average service,2,SR-82463,RET-50195,CUST-10740,2025-07-09,Email,Europe,David Glover
