SubscriptionID,ViewerID,SubscriptionType,StartDate,EndDate,RenewalStatus,PaymentMethod,ActiveStatus,LastRenewalDate,SubscriptionTier
458,137,Premium,2021-10-30T20:54:09,2024-04-01T20:07:27,False,Credit Card,False,2024-01-18T16:29:00,Standard
459,128,Premium,2022-07-29T04:41:24,2024-03-23T17:50:20,True,Debit Card,True,2024-04-14T12:12:54,Standard
460,126,Premium,2023-06-30T23:09:15,2024-05-13T23:56:06,True,PayPal,True,2024-01-12T19:17:46,Premium
461,629,Basic,2023-07-18T12:35:06,2024-01-28T15:23:43,False,PayPal,True,2023-10-14T05:19:34,Basic
462,851,Basic,2021-09-17T01:34:24,2023-12-30T12:30:48,False,Credit Card,True,2023-09-20T22:23:07,Standard
463,848,Premium,2023-07-29T18:56:27,2024-08-01T07:43:48,True,Credit Card,True,2023-09-27T06:56:34,Premium
464,790,Standard,2022-09-15T03:55:26,2024-05-22T10:34:03,True,PayPal,False,2023-09-13T17:56:30,Basic
465,743,Basic,2022-04-28T12:30:28,2024-05-01T10:14:42,True,Debit Card,True,2023-12-13T14:49:48,Standard
466,68,Basic,2023-04-09T21:55:35,2023-11-29T06:02:49,False,PayPal,False,2024-01-05T23:46:28,Premium
467,895,Standard,2022-05-29T18:52:53,2024-03-04T12:34:48,False,PayPal,True,2024-05-07T05:40:39,Standard
468,831,Basic,2023-02-03T21:54:50,2023-11-09T01:06:18,True,PayPal,False,2024-03-06T15:36:01,Basic
469,607,Premium,2021-11-01T20:51:13,2024-07-12T10:57:58,True,Credit Card,False,2024-05-08T12:29:57,Basic
470,534,Premium,2023-07-13T09:08:35,2024-01-10T02:13:46,True,PayPal,False,2024-06-11T09:03:16,Standard
471,873,Basic,2023-04-06T16:31:27,2023-11-01T20:49:39,False,PayPal,False,2023-12-25T15:52:14,Premium
472,560,Basic,2022-06-11T18:22:43,2024-03-17T01:15:18,False,PayPal,False,2024-02-18T00:48:21,Basic
473,293,Basic,2022-04-10T08:14:46,2024-04-24T19:59:37,False,PayPal,True,2024-07-23T01:54:52,Basic
474,958,Premium,2021-10-09T11:52:33,2024-01-04T02:17:53,False,Credit Card,True,2024-07-31T11:12:24,Premium
475,466,Premium,2022-09-06T21:23:05,2024-05-29T19:24:28,False,PayPal,True,2024-02-01T21:41:16,Standard
476,91,Premium,2022-06-09T05:48:34,2023-08-14T10:07:11,True,Credit Card,False,2024-01-25T20:28:41,Premium
477,940,Standard,2022-02-21T09:41:23,2023-08-22T17:10:44,True,PayPal,True,2024-05-04T01:01:07,Basic
478,638,Basic,2022-11-02T00:11:31,2024-03-30T15:02:50,False,Credit Card,False,2023-08-29T22:29:17,Basic
479,903,Premium,2022-09-09T07:40:21,2023-12-20T17:24:46,True,Debit Card,False,2023-09-12T21:30:25,Premium
480,800,Premium,2023-04-25T02:37:36,2023-10-18T12:15:45,False,Credit Card,False,2023-09-30T11:54:20,Premium
481,466,Basic,2022-08-17T08:43:24,2024-01-25T10:46:13,False,PayPal,False,2023-11-06T19:20:22,Premium
482,735,Basic,2021-09-06T13:34:05,2024-03-04T16:19:50,True,PayPal,True,2024-02-21T21:38:28,Standard
483,901,Premium,2022-07-09T05:06:43,2024-07-24T13:41:03,True,Credit Card,False,2023-09-02T10:40:38,Standard
484,739,Standard,2023-05-01T19:59:34,2024-03-15T06:27:55,True,Debit Card,True,2024-01-27T05:22:40,Premium
485,452,Premium,2022-07-28T00:14:30,2024-05-02T21:10:59,False,Debit Card,True,2023-09-27T05:19:49,Basic
486,589,Basic,2023-01-18T05:00:17,2024-08-04T09:19:08,True,Credit Card,False,2023-10-04T11:41:49,Standard
487,20,Premium,2022-01-12T03:09:00,2023-08-18T15:27:20,False,Debit Card,False,2024-03-13T23:32:26,Basic
488,154,Premium,2022-10-17T13:19:23,2024-06-27T14:38:14,False,Debit Card,False,2024-04-26T03:42:30,Premium
489,723,Standard,2022-01-12T13:47:26,2024-05-12T16:40:44,False,Credit Card,True,2024-01-20T04:49:05,Basic
490,149,Basic,2022-05-24T22:57:44,2023-09-27T04:41:20,False,Debit Card,True,2023-11-24T07:56:56,Basic
491,442,Standard,2022-07-28T19:28:02,2023-08-23T00:58:27,False,Debit Card,True,2023-12-01T13:21:35,Premium
492,857,Basic,2022-04-15T21:26:51,2024-08-11T20:38:07,False,Credit Card,False,2023-12-17T08:34:29,Basic
493,34,Basic,2023-05-14T18:21:26,2024-05-05T09:31:47,False,Debit Card,False,2024-03-03T13:17:14,Basic
494,423,Standard,2022-05-31T20:40:40,2024-08-02T15:59:19,True,Debit Card,True,2024-04-21T07:26:58,Basic
495,469,Premium,2022-06-28T18:02:54,2024-05-01T16:50:14,False,PayPal,True,2024-06-03T00:47:22,Basic
496,143,Premium,2021-10-03T23:14:17,2024-01-15T17:44:56,True,Credit Card,False,2023-09-15T09:40:45,Premium
497,862,Standard,2022-03-15T03:51:57,2023-09-21T06:19:44,True,Debit Card,True,2024-02-05T22:57:02,Basic
498,400,Standard,2022-06-03T09:44:30,2023-10-05T15:45:53,False,Credit Card,True,2023-10-18T19:33:27,Basic
499,469,Basic,2022-07-23T11:05:48,2023-10-19T23:48:22,True,PayPal,True,2024-01-16T18:26:03,Premium
500,558,Premium,2023-05-05T18:33:12,2024-03-29T04:59:36,False,Debit Card,True,2024-04-16T21:09:59,Premium
